h3_index;weekly_popularity
88392212bdfffff;1866
8839221447fffff;2988
8839221469fffff;2701
8839221491fffff;3278
8839221493fffff;32300
8839221497fffff;19341
88392214adfffff;2909
88392214bbfffff;6373
88392214c5fffff;3496
88392214d3fffff;2781
88392214dbfffff;10456
8839221525fffff;3002
8839221527fffff;3281
883922156dfffff;4393
88392215adfffff;5222
88392215bdfffff;1845
8839221689fffff;2514
8839221713fffff;2347
883922200dfffff;5494
8839222027fffff;2325
8839222113fffff;3658
8839222133fffff;3492
88392221edfffff;5587
8839222225fffff;6520
8839222253fffff;2393
883922228bfffff;2984
8839222295fffff;5799
883922229dfffff;4527
88392222b1fffff;3577
88392222d1fffff;5250
88392222ddfffff;11819
88392222e3fffff;2299
883922236bfffff;3224
883922276dfffff;1530
88392228d3fffff;4707
883922295bfffff;2009
8839222c11fffff;2379
8839222cd7fffff;4555
8839222e09fffff;3411
8839222e25fffff;2550
8839222e2dfffff;3440
8839222e55fffff;1271
8839222ea1fffff;5085
8839222f07fffff;4703
8839222f53fffff;6741
88392230dbfffff;2730
8839223109fffff;3588
8839223113fffff;3829
883922316dfffff;4890
88392231e1fffff;8560
88392231e7fffff;6996
88392231e9fffff;6102
88392231ebfffff;2975
8839223201fffff;2289
8839223207fffff;8905
8839223235fffff;7440
8839223239fffff;2492
883922323dfffff;12926
883922324bfffff;1586
8839223259fffff;3269
883922325bfffff;5130
88392232c9fffff;2653
8839223337fffff;2978
883922343bfffff;2405
8839223547fffff;5159
883922356bfffff;3118
88392235e1fffff;8104
8839223617fffff;5917
8839223649fffff;3675
8839223765fffff;2716
883922376dfffff;3604
883922381bfffff;4156
883922381dfffff;988
8839223843fffff;2203
8839223847fffff;3702
8839223853fffff;3162
8839223859fffff;3207
883922385bfffff;5465
883922385dfffff;3602
88392238c3fffff;3971
8839223949fffff;3764
883922394bfffff;3392
8839223955fffff;8231
8839223a59fffff;6530
8839223a65fffff;5592
8839223a69fffff;4655
8839223a87fffff;4069
8839223aa1fffff;3294
8839223aa7fffff;4223
8839223aadfffff;2507
8839223ab1fffff;2276
8839223ab5fffff;6635
8839223ab7fffff;3059
8839223ae1fffff;3158
8839223aebfffff;3358
8839223b09fffff;1538
8839223b43fffff;2202
8839223b63fffff;5068
8839223b6dfffff;3028
883922600bfffff;4175
8839226049fffff;9221
883922604dfffff;3635
883922605bfffff;3041
8839226085fffff;3157
8839226087fffff;2724
88392260a5fffff;3370
88392260a9fffff;23667
88392260adfffff;10227
88392260e3fffff;19897
88392260e7fffff;4294
8839226135fffff;3624
8839226153fffff;15558
8839226205fffff;11382
8839226221fffff;4919
8839226227fffff;17730
8839226247fffff;5272
8839226261fffff;938
88392262e5fffff;3225
88392262e7fffff;3696
8839226315fffff;7221
8839226317fffff;7512
883922631bfffff;6053
883922633bfffff;3790
8839226451fffff;10259
8839226539fffff;1898
88392265a3fffff;2572
8839226817fffff;2947
8839226831fffff;13664
8839226833fffff;15092
8839226837fffff;2136
8839226839fffff;3587
883922683bfffff;3077
8839226909fffff;5897
8839226927fffff;4665
8839226955fffff;9176
8839226965fffff;2754
8839226995fffff;6034
8839226997fffff;3649
8839226999fffff;5593
88392269cbfffff;2402
88392269d9fffff;8289
8839226a37fffff;3257
8839226a61fffff;5071
8839226b5bfffff;4024
8839226c0bfffff;2721
8839226d0dfffff;1986
8839226d4bfffff;3364
8839226f03fffff;10046
8839226f35fffff;10963
8839227001fffff;2185
8839227017fffff;1652
883922701bfffff;3024
8839227021fffff;2022
8839227025fffff;3941
8839227027fffff;3446
8839227029fffff;5971
883922702dfffff;6557
8839227037fffff;5408
8839227039fffff;2026
883922703bfffff;12492
883922703dfffff;4752
8839227041fffff;2808
8839227045fffff;2698
8839227049fffff;7479
883922704dfffff;34713
8839227055fffff;3401
8839227069fffff;3211
883922706dfffff;4248
883922708dfffff;19328
88392270a9fffff;14354
88392270b1fffff;5992
88392270c1fffff;8365
88392270c3fffff;18015
88392270c7fffff;14760
88392270d5fffff;5210
88392270d9fffff;621
88392270e3fffff;7828
883922710dfffff;6302
8839227111fffff;6520
8839227119fffff;5821
8839227143fffff;36119
8839227147fffff;2259
8839227151fffff;7159
8839227153fffff;52699
8839227155fffff;20287
8839227157fffff;7012
883922715dfffff;5730
8839227183fffff;10314
8839227185fffff;16792
8839227187fffff;37867
8839227191fffff;5735
8839227195fffff;44104
883922719bfffff;4980
88392271abfffff;11296
88392271b3fffff;3784
88392271b9fffff;16728
88392271bbfffff;18482
88392271cbfffff;7536
88392271d1fffff;4074
88392271d3fffff;1758
88392271d5fffff;1570
8839227203fffff;12586
8839227227fffff;6963
8839227237fffff;2261
883922723dfffff;4533
8839227241fffff;4752
8839227247fffff;2946
8839227253fffff;2983
883922725dfffff;4507
8839227287fffff;4192
8839227289fffff;10552
88392272a1fffff;3032
88392272abfffff;3048
88392272adfffff;1909
88392272bdfffff;2755
88392272c3fffff;5312
88392272cbfffff;5210
88392272e1fffff;3462
88392272e7fffff;4929
8839227311fffff;3362
8839227313fffff;4050
883922731bfffff;79774
8839227455fffff;3461
8839227507fffff;2512
8839227527fffff;2338
8839227561fffff;1856
8839227569fffff;14010
88392275b7fffff;965
8839227629fffff;2605
8839227639fffff;2259
883922766dfffff;1842
8839227731fffff;3869
8839227735fffff;13230
8839227769fffff;1071
8839227853fffff;2583
8839227859fffff;1731
88392278a1fffff;5507
88392278c9fffff;5910
8839227921fffff;7010
8839227a31fffff;3295
8839227a3dfffff;23814
8839227a81fffff;2296
8839227aa1fffff;11557
8839227aa9fffff;21126
8839227aabfffff;14138
8839227aadfffff;1665
8839227abdfffff;5317
8839227ac7fffff;3601
8839227ae3fffff;21797
8839228515fffff;6192
88392285a3fffff;3360
88392285c3fffff;1758
8839228709fffff;20507
883922870dfffff;16736
883922872bfffff;4715
8839228733fffff;3319
8839228747fffff;2593
8839228755fffff;1547
8839228761fffff;11583
8839228763fffff;28592
8839228769fffff;2117
883922876bfffff;21297
883922876dfffff;3261
8839228c01fffff;10323
8839228c07fffff;7591
8839228c33fffff;3642
8839228c35fffff;9631
8839228c3dfffff;1231
8839228c5dfffff;10118
8839228cb7fffff;3487
8839228ce9fffff;3313
8839228da3fffff;4213
8839228dadfffff;4587
8839228dcdfffff;15890
8839228dd1fffff;6732
8839228dddfffff;3694
8839228debfffff;1797
8839228e33fffff;5002
883922941dfffff;8470
88392295a5fffff;4376
88392295c1fffff;1342
88392295cbfffff;3317
88392295e1fffff;2710
88392296c3fffff;22112
88392296d3fffff;2320
88392296d5fffff;13289
88392296ddfffff;9514
88392296e5fffff;5378
88392296e7fffff;2156
883922a037fffff;2347
883922a053fffff;6270
883922a081fffff;3429
883922a083fffff;3456
883922a087fffff;2614
883922a0b7fffff;14255
883922a101fffff;53527
883922a103fffff;25515
883922a105fffff;104849
883922a107fffff;35553
883922a109fffff;4847
883922a10bfffff;6695
883922a111fffff;29181
883922a115fffff;2962
883922a11bfffff;1769
883922a11dfffff;19903
883922a121fffff;5355
883922a123fffff;3894
883922a127fffff;3290
883922a129fffff;36163
883922a12bfffff;26388
883922a12dfffff;18958
883922a131fffff;19093
883922a135fffff;3022
883922a137fffff;4700
883922a139fffff;33614
883922a13dfffff;8207
883922a143fffff;9033
883922a145fffff;3621
883922a153fffff;3234
883922a15bfffff;3039
883922a163fffff;5049
883922a169fffff;7828
883922a16bfffff;42636
883922a1c9fffff;3668
883922a1cdfffff;2470
883922a1ebfffff;6733
883922a201fffff;2319
883922a221fffff;4382
883922a22dfffff;1995
883922a239fffff;1706
883922a253fffff;1987
883922a265fffff;3642
883922a267fffff;22131
883922a2a5fffff;9264
883922a301fffff;2919
883922a305fffff;5210
883922a30dfffff;4973
883922a315fffff;6409
883922a319fffff;2684
883922a327fffff;3337
883922a329fffff;8189
883922a32bfffff;4223
883922a331fffff;2369
883922a333fffff;3719
883922a337fffff;14171
883922a43bfffff;7448
883922a6abfffff;2517
883922a701fffff;6342
883922a827fffff;2811
883922a83dfffff;3953
883922a859fffff;3899
883922a881fffff;3420
883922a883fffff;9339
883922a8a1fffff;1573
883922a8d3fffff;3724
883922a931fffff;6096
883922a939fffff;2643
883922a941fffff;3014
883922a96dfffff;8841
883922a983fffff;2461
883922a9a7fffff;6849
883922a9adfffff;2364
883922a9c1fffff;3673
883922a9cbfffff;7943
883922aa03fffff;1762
883922aa0bfffff;1430
883922aa1dfffff;9549
883922aa21fffff;2674
883922aa25fffff;3067
883922aa45fffff;3190
883922aa49fffff;4399
883922aa53fffff;6345
883922aa55fffff;2363
883922aa8bfffff;3264
883922aa9dfffff;1346
883922aac9fffff;6941
883922aacdfffff;6112
883922ab33fffff;4682
883922ab39fffff;2041
883922ab41fffff;6560
883922ab67fffff;2998
883922ac61fffff;4334
883922aca5fffff;11238
883922acc7fffff;4841
883922accbfffff;8409
883922ad11fffff;2376
883922ad15fffff;5131
883922ad1dfffff;2097
883922ad41fffff;3390
883922ad45fffff;6074
883922ad47fffff;5743
883922ad55fffff;3790
883922ad61fffff;1647
883922ad63fffff;15582
883922ad69fffff;3704
883922ad6bfffff;60966
883922ad99fffff;2998
883922adcbfffff;9615
883922add3fffff;6673
883922ae59fffff;2190
883922af25fffff;2661
883922af27fffff;5006
883922af61fffff;3456
883922af65fffff;7093
883922af6dfffff;7471
883922b12dfffff;6420
883922b197fffff;3018
883922b1e9fffff;6532
883922b22dfffff;5205
883922b265fffff;5186
883922b267fffff;23024
883922b2ebfffff;2596
883922b309fffff;1163
883922b313fffff;1213
883922b351fffff;1586
883922b35bfffff;5758
883922b489fffff;1811
883922b4a1fffff;3390
883922b531fffff;4738
883922b53dfffff;3463
883922b5c1fffff;10684
883922b5c5fffff;1238
883922b5c7fffff;5043
883922b723fffff;3939
883922b821fffff;2947
883922b82bfffff;4329
883922b831fffff;3361
883922b895fffff;13081
883922b899fffff;3977
883922b8a5fffff;3065
883922b8a7fffff;2326
883922b8c7fffff;3630
883922b909fffff;8901
883922b90bfffff;20713
883922b919fffff;4827
883922b947fffff;5801
883922b951fffff;2936
883922b955fffff;14822
883922b957fffff;22562
883922b95bfffff;1697
883922b9ebfffff;2647
883922ba5dfffff;1278
883922ba83fffff;6342
8839230087fffff;5420
88392300bdfffff;10747
883923043dfffff;2531
8839230491fffff;5887
8839230495fffff;2374
8839230497fffff;1823
88392310bbfffff;3413
8839231639fffff;5496
88392316d5fffff;2295
88392324a1fffff;1636
8839232a97fffff;7584
8839232ab1fffff;2805
8839232ab9fffff;7285
8839232abbfffff;27220
883923358bfffff;9632
88392342a1fffff;2720
88392342a3fffff;3080
88392342a7fffff;9223
8839234301fffff;1278
8839234345fffff;6382
8839234515fffff;2014
883923453bfffff;5832
8839234d95fffff;3957
8839235009fffff;27875
883923500bfffff;8101
8839235017fffff;6241
8839235039fffff;6643
883923503bfffff;6921
8839235041fffff;9331
8839235043fffff;11403
8839235047fffff;9099
8839235055fffff;3338
8839235057fffff;3838
883923505dfffff;11977
88392350e5fffff;2838
8839235851fffff;2795
8839235859fffff;12729
88392358b1fffff;8070
88392358c5fffff;1748
8839235913fffff;5129
8839235919fffff;2037
883923591dfffff;2612
8839235a31fffff;5626
8839235a37fffff;16780
8839236215fffff;3564
883923621dfffff;2101
88392372cbfffff;1504
8839237369fffff;5001
88392376c9fffff;1612
883923789dfffff;5262
8839237a19fffff;13774
8839238881fffff;26846
8839238883fffff;184115
8839238887fffff;4020
883923888bfffff;47219
883923889dfffff;37538
88392388a7fffff;6762
88392388b1fffff;2120
88392388b9fffff;33519
88392388bdfffff;7116
88392388d1fffff;17550
88392388d3fffff;3677
88392388d7fffff;24678
88392388d9fffff;3740
88392388dbfffff;9364
88392389d7fffff;4934
8839238f03fffff;1764
8839238f05fffff;2170
8839239945fffff;1991
8839239969fffff;4539
883923a335fffff;16748
883923a337fffff;4595
883923a4e3fffff;2153
883923a533fffff;14050
883923a537fffff;4327
883923ad29fffff;6455
883923aec3fffff;16014
883923aec9fffff;6238
883923aecbfffff;8424
883923aed1fffff;12599
883923aed9fffff;38027
883923aedbfffff;5629
883923aeddfffff;12598
883923c1c3fffff;2633
883923c5c9fffff;1767
883923c5ebfffff;3748
883923c681fffff;5685
883923cb01fffff;3896
883923cb03fffff;7435
883923cb1dfffff;2135
883923cc05fffff;3657
883923ce8dfffff;4354
883923cec7fffff;8984
883923d1cbfffff;2791
883923d4b1fffff;3883
883923d83bfffff;3788
883923d8a5fffff;1685
883923d8edfffff;7139
883923d955fffff;1691
883923d99bfffff;13815
88392e51dbfffff;28851
88392e5b11fffff;3226
88392ec967fffff;14010
88392ed953fffff;2378
8839310447fffff;3480
8839310513fffff;2362
883931051bfffff;1134
8839310585fffff;3507
8839310589fffff;5268
883931058bfffff;5366
883931058dfffff;3523
88393105a1fffff;2557
88393105c5fffff;8234
88393105cdfffff;2045
88393105e3fffff;15719
88393105ebfffff;12986
8839310c97fffff;3595
8839310cb1fffff;455
8839312031fffff;6472
8839312033fffff;12815
883931203bfffff;1491
88393120c1fffff;5098
88393120cbfffff;3687
88393120e5fffff;2969
88393121d1fffff;3092
883931220dfffff;3125
88393122bbfffff;3371
88393122c1fffff;19661
8839312349fffff;3727
883931259bfffff;1585
88393125e5fffff;2212
8839312605fffff;921
8839312665fffff;31458
8839312667fffff;3385
883931266dfffff;12544
8839312697fffff;1154
88393126bbfffff;2419
8839312749fffff;14284
883931274bfffff;2021
8839312751fffff;35311
8839312755fffff;27316
8839312757fffff;6859
8839312759fffff;121568
883931275dfffff;52088
883931284bfffff;4018
8839312861fffff;1550
8839312901fffff;3718
8839312905fffff;5503
8839312907fffff;8304
8839312945fffff;1303
8839312a31fffff;4991
8839312b25fffff;1121
8839312c5dfffff;1860
8839312da7fffff;2710
8839312ed1fffff;3871
8839313063fffff;2997
88393130b5fffff;5419
88393130bdfffff;872
88393131c3fffff;2523
88393131e1fffff;3706
88393131e5fffff;2552
8839313433fffff;1533
883931343bfffff;3313
8839313513fffff;3216
8839313565fffff;2087
8839313581fffff;10722
8839313583fffff;2661
8839313587fffff;8214
883931358bfffff;19051
8839313595fffff;1274
88393135a3fffff;7086
88393135a5fffff;6535
88393135a7fffff;11126
88393135a9fffff;2309
88393135abfffff;39578
88393135b1fffff;105077
88393135b3fffff;38804
88393135b5fffff;70218
88393135b7fffff;30984
88393135b9fffff;5906
88393135bbfffff;54463
88393135bdfffff;163142
88393135d1fffff;6394
88393135d3fffff;12187
88393135d5fffff;2431
88393135d7fffff;5434
88393135dbfffff;14478
88393135ddfffff;7085
883931368bfffff;2108
88393136a5fffff;2180
88393138b7fffff;3468
8839313ad9fffff;6338
8839313adbfffff;1087
8839313b29fffff;4030
8839313b45fffff;3668
8839313b63fffff;8471
8839313b65fffff;1578
8839316031fffff;21911
8839316035fffff;2084
8839316037fffff;3649
883931604bfffff;3585
88393160cdfffff;3799
88393160e3fffff;6652
88393160edfffff;4058
883931616dfffff;2225
8839316187fffff;4140
883931618bfffff;1673
88393161b5fffff;2784
88393161c1fffff;5702
88393161c3fffff;3903
88393161cbfffff;1545
88393161d1fffff;21388
88393161d7fffff;5820
88393161d9fffff;14168
88393161ddfffff;10428
88393161e3fffff;3450
883931621bfffff;2897
883931624bfffff;4218
8839316257fffff;12032
8839316321fffff;3386
8839316325fffff;6659
8839316419fffff;2618
8839316563fffff;2612
8839316583fffff;3077
8839316813fffff;2137
88393168a7fffff;3208
88393168abfffff;6234
88393168e5fffff;3087
883931696dfffff;1695
88393169d1fffff;3106
88393169ddfffff;3309
8839316a1dfffff;3260
8839316a4bfffff;3914
8839316ab5fffff;1518
8839316abbfffff;2629
8839316b21fffff;2597
8839316b23fffff;2342
8839316c35fffff;24270
8839316c37fffff;4671
8839316c93fffff;12668
8839316d3bfffff;1866
8839316db1fffff;1274
8839316dcbfffff;5983
8839316dd5fffff;5140
8839316dd7fffff;1192
8839316dddfffff;7748
8839316e23fffff;2613
8839316e49fffff;3747
8839317035fffff;10791
88393170a1fffff;4726
88393170adfffff;3542
88393171dbfffff;10423
8839317899fffff;3613
8839317917fffff;2150
88393179b9fffff;4494
88393179bdfffff;7140
883931a135fffff;4398
883931a13dfffff;1781
883931a1a7fffff;2928
883931a233fffff;35519
883931a2edfffff;13431
883931a41bfffff;6201
883931a433fffff;5422
883931a491fffff;8113
883931a499fffff;2606
883931a4b1fffff;4413
883931a4cdfffff;4327
883931a4e1fffff;5380
883931a4e3fffff;1577
883931a53bfffff;1393
883931a551fffff;3393
883931a557fffff;4930
883931a569fffff;4027
883931a5a1fffff;2555
883931a641fffff;2215
883931a64bfffff;4457
883931a64dfffff;5362
883931a66dfffff;1439
883931a693fffff;1562
883931a699fffff;4376
883931a6b1fffff;3361
883931a765fffff;13687
883931a76dfffff;3037
883931a8d5fffff;1576
883931a919fffff;5444
883931a993fffff;829
883931a99bfffff;2482
883931aa93fffff;3798
883931ad81fffff;2015
883931ad89fffff;1886
883931ad8dfffff;2582
883931af49fffff;3372
883931b491fffff;2150
883931b495fffff;3775
883931b49bfffff;1512
883931b4a1fffff;34857
883931b4a3fffff;13280
883931b4a5fffff;155713
883931b4a7fffff;13399
883931b4adfffff;11672
883931b4b1fffff;10934
883931b4b3fffff;3420
883931b4b9fffff;4149
883931b4bdfffff;5896
883931b507fffff;6158
883931b513fffff;2379
883931b515fffff;2977
883931b517fffff;5074
883931b531fffff;2309
883931b53dfffff;20239
883931b557fffff;13335
883931b583fffff;2349
883931b591fffff;42907
883931b593fffff;4614
883931b599fffff;18653
883931b59bfffff;22661
883931b59dfffff;4140
883931b5abfffff;2703
883931b5b3fffff;2559
883931b5b5fffff;10054
883931b5bbfffff;7497
883931b5bdfffff;8503
883931b5c9fffff;2969
883931b5cdfffff;3593
883931b5d3fffff;48742
883931b5e5fffff;5586
883931b6c3fffff;2197
883931b6d7fffff;3307
883931b6dbfffff;3171
883933008bfffff;3212
88393300e1fffff;2763
8839330187fffff;8619
88393301abfffff;2100
883933029bfffff;14835
8839330421fffff;8513
8839330423fffff;12106
8839330427fffff;17742
883933042bfffff;9719
8839330509fffff;3285
8839330533fffff;3203
883933056bfffff;3068
88393306e7fffff;2988
8839330735fffff;2214
8839330765fffff;5967
88393309bdfffff;7097
8839330c2dfffff;9855
8839330c67fffff;11211
8839330c97fffff;1990
8839330ca1fffff;4309
8839330ca3fffff;2722
8839330cc9fffff;2654
8839330ce3fffff;6226
8839330d29fffff;1683
8839330d5bfffff;1324
8839330da3fffff;2732
8839330dabfffff;4614
8839330db5fffff;3268
8839330dbdfffff;3724
8839330ea5fffff;3349
8839330f11fffff;3632
8839330f45fffff;7387
8839330f4dfffff;2162
8839330f55fffff;3336
8839330f61fffff;1701
8839330f69fffff;52311
8839330f6bfffff;2703
88393314bdfffff;1804
88393314d3fffff;5594
883933159dfffff;2916
8839331697fffff;1044
88393316b1fffff;4368
8839332147fffff;3145
88393322abfffff;10382
8839332301fffff;5058
8839332307fffff;4092
8839332309fffff;12389
883933230dfffff;6293
8839332339fffff;8180
8839332341fffff;20949
8839332343fffff;6842
8839332347fffff;3906
883933234bfffff;2655
8839332891fffff;2542
8839332a0dfffff;4098
8839332b09fffff;7427
8839332b2dfffff;8615
8839332b55fffff;4458
8839332b61fffff;4304
8839332b67fffff;6528
8839332cedfffff;2983
8839332f69fffff;7379
88393330edfffff;4078
8839333105fffff;4049
8839333493fffff;3353
88393334a3fffff;9167
8839333655fffff;5175
8839333a65fffff;3459
8839333b67fffff;3409
8839334497fffff;2463
88393344b3fffff;3062
88393344ddfffff;3801
8839334693fffff;6262
8839336019fffff;13801
883933601bfffff;1636
8839336025fffff;48352
883933602dfffff;16790
8839336031fffff;3679
8839336033fffff;20248
8839336037fffff;3120
883933603bfffff;27767
8839336043fffff;24190
8839336049fffff;2580
883933604bfffff;30001
8839336051fffff;23673
8839336053fffff;55269
8839336055fffff;40675
8839336057fffff;34827
8839336059fffff;11658
883933605bfffff;25050
883933605dfffff;11730
8839336063fffff;40048
8839336089fffff;96907
883933608dfffff;41014
88393360a1fffff;119917
88393360a3fffff;18559
88393360a5fffff;16219
88393360a7fffff;3891
88393360a9fffff;97306
88393360adfffff;131489
88393360c3fffff;25783
88393360c7fffff;136072
88393360d9fffff;109533
88393360e1fffff;57545
88393360e3fffff;88031
88393360e5fffff;9749
88393360e7fffff;38817
88393360e9fffff;5416
88393360ebfffff;87452
8839336111fffff;36480
8839336119fffff;233077
883933611bfffff;53453
8839336153fffff;14188
8839336181fffff;1785
8839336185fffff;41781
8839336189fffff;18477
883933618bfffff;25996
883933618dfffff;27019
8839336193fffff;14430
883933619bfffff;4619
883933619dfffff;5780
88393361a3fffff;26906
88393361a9fffff;3290
88393361abfffff;25866
88393361adfffff;3237
88393361c3fffff;6473
88393361c7fffff;12168
88393361c9fffff;9944
88393361cbfffff;18299
88393361d3fffff;4845
88393361d5fffff;9720
88393361d7fffff;41562
88393361d9fffff;8839
88393361dbfffff;28829
88393361ddfffff;22996
88393361ebfffff;21391
883933620dfffff;1152
8839336211fffff;7379
8839336213fffff;6216
8839336217fffff;8228
8839336219fffff;14613
883933621bfffff;3045
883933621dfffff;6404
8839336229fffff;3352
883933622bfffff;2929
883933622dfffff;2874
8839336231fffff;7467
8839336235fffff;11883
8839336237fffff;7300
8839336239fffff;33683
883933623bfffff;10171
883933623dfffff;4773
8839336241fffff;22110
8839336249fffff;11588
883933624bfffff;8895
883933624dfffff;21552
8839336251fffff;57426
8839336253fffff;34520
883933625bfffff;14757
883933625dfffff;27630
8839336269fffff;3684
883933626bfffff;2969
8839336281fffff;4833
8839336283fffff;36418
8839336287fffff;8484
8839336289fffff;6178
883933628bfffff;22931
883933628dfffff;4431
8839336291fffff;439825
8839336293fffff;298482
8839336295fffff;166952
8839336297fffff;224703
8839336299fffff;39966
883933629bfffff;133033
883933629dfffff;87760
88393362a1fffff;55328
88393362a3fffff;48720
88393362a5fffff;10297
88393362a7fffff;106168
88393362a9fffff;2547
88393362abfffff;8566
88393362adfffff;13454
88393362b1fffff;107548
88393362b3fffff;637042
88393362b5fffff;58690
88393362b7fffff;130862
88393362b9fffff;89915
88393362bbfffff;231106
88393362bdfffff;112111
88393362c1fffff;42101
88393362c3fffff;135649
88393362c5fffff;12122
88393362c7fffff;1728
88393362c9fffff;56581
88393362cbfffff;86009
88393362cdfffff;21624
88393362d1fffff;47620
88393362d3fffff;16467
88393362d5fffff;168554
88393362d7fffff;16954
88393362d9fffff;91286
88393362dbfffff;43425
88393362ddfffff;58034
88393362e3fffff;4843
88393362e7fffff;4299
88393362e9fffff;7724
88393362edfffff;11811
8839336309fffff;63584
883933630bfffff;4922
883933630dfffff;10984
8839336319fffff;5882
8839336343fffff;52963
8839336345fffff;5771
8839336347fffff;32582
8839336349fffff;3701
883933634dfffff;24802
8839336351fffff;7568
8839336355fffff;8752
8839336357fffff;2082
8839336359fffff;2400
883933635bfffff;7043
883933635dfffff;13576
8839336361fffff;9957
8839336369fffff;21791
883933636bfffff;7415
883933636dfffff;3514
883933640bfffff;1306
8839336415fffff;2598
8839336431fffff;2150
8839336485fffff;29014
8839336487fffff;6421
883933648dfffff;9247
88393364a1fffff;13051
88393364a3fffff;26740
88393364a9fffff;35475
88393364abfffff;36040
88393364bbfffff;4363
88393364c7fffff;2859
88393364cdfffff;2440
88393364e1fffff;218348
88393364e3fffff;78434
88393364e5fffff;18919
88393364e7fffff;21117
88393364ebfffff;18276
88393364edfffff;45902
8839336505fffff;4055
8839336523fffff;3996
883933652bfffff;12626
883933653bfffff;3761
8839336563fffff;16372
8839336585fffff;5696
88393365a1fffff;3609
88393365abfffff;3524
88393365c7fffff;1079
88393365e5fffff;1465
88393365edfffff;3439
8839336665fffff;19596
8839336669fffff;4013
883933666dfffff;113857
88393366a3fffff;7850
88393366b1fffff;69894
88393366b5fffff;6119
88393366bdfffff;17370
8839336709fffff;3820
883933670dfffff;17678
8839336741fffff;2861
8839336743fffff;9014
8839336745fffff;37791
8839336747fffff;3238
8839336749fffff;4585
883933674bfffff;19909
883933674dfffff;39523
8839336755fffff;9626
8839336759fffff;27059
883933675dfffff;13242
8839336761fffff;120565
8839336763fffff;9036
8839336765fffff;387484
8839336767fffff;67578
8839336769fffff;176211
883933676bfffff;2346
883933676dfffff;190568
8839336a97fffff;35983
8839336c01fffff;4749
8839336c11fffff;2257
8839336c13fffff;12377
8839336c15fffff;29701
8839336c17fffff;2009
8839336c1bfffff;14603
8839336c37fffff;4603
8839336c3bfffff;6815
8839336c63fffff;12704
8839336ca7fffff;5096
8839336cb9fffff;2439
8839336d35fffff;9776
8839336d99fffff;23884
8839336e01fffff;13238
8839336e07fffff;6118
8839336e09fffff;10303
8839336e0dfffff;3175
8839336e11fffff;3495
8839336e29fffff;1354
8839336e35fffff;5678
8839336e39fffff;3548
8839336e3dfffff;2791
8839336e43fffff;4987
8839336e47fffff;15265
8839336e51fffff;16686
8839336ea5fffff;8633
8839336ec1fffff;2310
8839336ed5fffff;6385
8839336ee5fffff;3078
8839336f41fffff;7316
8839336f45fffff;6088
8839336f49fffff;4469
8839337001fffff;2237
8839337003fffff;7139
8839337007fffff;2539
883933700bfffff;4902
883933700dfffff;2758
8839337011fffff;5520
8839337015fffff;24699
8839337017fffff;17381
8839337019fffff;3148
883933701bfffff;2842
883933701dfffff;1994
8839337023fffff;1760
8839337025fffff;6700
8839337031fffff;12168
8839337033fffff;18845
8839337037fffff;13947
8839337039fffff;17239
883933703bfffff;4452
883933703dfffff;6642
8839337045fffff;3420
8839337047fffff;19667
8839337055fffff;1974
8839337059fffff;6742
8839337061fffff;11381
8839337063fffff;8811
8839337069fffff;20735
883933706bfffff;54328
8839337087fffff;3342
883933708bfffff;4940
88393370a1fffff;37816
88393370a3fffff;6340
88393370a5fffff;10184
88393370a9fffff;9381
88393370abfffff;10690
88393370adfffff;13404
88393370b1fffff;5250
88393370d7fffff;4259
88393370d9fffff;2724
88393370e1fffff;43744
88393370e3fffff;9617
88393370e5fffff;9130
88393370ebfffff;1596
88393370edfffff;22263
8839337107fffff;21666
8839337115fffff;21340
8839337119fffff;3322
8839337121fffff;5191
8839337123fffff;5380
8839337125fffff;22107
8839337127fffff;41460
883933712bfffff;21078
8839337131fffff;13174
8839337133fffff;8263
8839337137fffff;2857
8839337139fffff;33458
883933713bfffff;12095
883933713dfffff;11898
8839337157fffff;4331
8839337185fffff;3300
883933718dfffff;5702
8839337191fffff;20062
8839337199fffff;2964
883933719bfffff;4307
88393371a1fffff;15559
88393371a3fffff;13851
88393371a5fffff;17927
88393371a7fffff;15763
88393371a9fffff;7400
88393371abfffff;15957
88393371adfffff;20773
88393371b3fffff;7598
88393371b9fffff;4735
88393371bdfffff;1609
88393371c9fffff;4006
88393371cdfffff;6365
88393371d1fffff;2024
88393371d3fffff;9537
88393371dbfffff;10597
88393371edfffff;5408
8839337219fffff;1934
8839337239fffff;3194
883933724dfffff;5810
8839337289fffff;4142
88393372c3fffff;4922
88393372c7fffff;4512
88393372e5fffff;3858
8839337307fffff;4810
8839337309fffff;3340
883933730dfffff;21798
8839337347fffff;2839
8839337349fffff;2898
883933734dfffff;2359
8839337357fffff;1855
883933735dfffff;1026
8839337361fffff;4092
8839337403fffff;17982
8839337405fffff;25125
8839337407fffff;5382
8839337409fffff;2824
8839337423fffff;34159
883933742dfffff;2959
8839337431fffff;4756
8839337455fffff;1681
8839337481fffff;3324
8839337487fffff;4867
8839337489fffff;28083
883933748bfffff;2888
883933748dfffff;2331
88393374a1fffff;4640
88393374c9fffff;5505
88393374d3fffff;5484
88393374d5fffff;2845
8839337505fffff;5528
883933750dfffff;7553
8839337511fffff;31469
8839337513fffff;5373
8839337515fffff;6963
8839337517fffff;18851
8839337519fffff;3201
883933751bfffff;4939
883933751dfffff;4433
